Datatype,Frequency
http://www.w3.org/2001/XMLSchema#double,148813772
http://www.w3.org/TR/xmlschema-2/#datetime,30
http://dbpedia.org/datatype/zimbabweanDollar,28
http://dbpedia.org/ontology/kilogram,1804
http://dbpedia.org/datatype/falklandIslandsPound,30
http://dbpedia.org/datatype/kilogramForce,1443
http://dbpedia.org/datatype/pascal,3109
http://dbpedia.org/datatype/georgianLari,99
http://dbpedia.org/datatype/armenianDram,301
http://what.com/datatype/isthis,1
http://dbpedia.org/datatype/cubicCentimetre,49568
http://purl.org/dc/terms/URI,186
http://dbpedia.org/units/GigaByte,1
http://dbpedia.org/datatype/southKoreanWon,779
http://dbpedia.org/datatype/horsepower,28403
http://dbpedia.org/datatype/eastCaribbeanDollar,28
http://dbpedia.org/datatype/romanianNewLeu,258
http://dbpedia.org/units/Dollar,3253
http://dbpedia.org/ontology/millimetre,826
http://transport.data.gov.uk/def/naptan/AtcoCode,1
http://dbpedia.org/datatype/metre,39878
http://dbpedia.org/datatype/terabyte,1269
http://dbpedia.org/datatype/milligram,2950
http://dbpedia.org/datatype/japaneseYen,14043
http://estatwrap.ontologycentral.com/dic/note#zu,104
http://dbpedia.org/datatype/botswanaPula,242
http://dbpedia.org/datatype/wattHour,152
http://dbpedia.org/datatype/pond,21648
http://dbpedia.org/datatype/gambianDalasi,32
http://dbpedia.org/datatype/libyanDinar,8
http://dbpedia.org/ontology/kilometre,1785
http://dbpedia.org/datatype/byte,84148
http://dbpedia.org/datatype/lebanesePound,6
http://www.w3.org/2001/XMLSchema#base64Binary,11
http://dbpedia.org/ontology/philippinePeso,6
http://www.w3.org/2001/XMLSchemabase64Binary,4
http://dbpedia.org/datatype/maldivianRufiyaa,106
http://dbpedia.org/datatype/southAfricanRand,319
http://www.w3.org/2001/XMLSchemanonNegativeInteger,66
http://dbpedia.org/datatype/centralAfricanCfaFranc,16
http://dbpedia.org/ontology/metre,9063
http://www.w3.org/1999/XMLSchema#dateTime,3
http://www.w3.org/2001/XMLSchema#language,548635
http://id.southampton.ac.uk/ns/alphaCode,280
http://dbpedia.org/datatype/renminbi,1762
http://dbpedia.org/datatype/haitiGourde,16
http://dbpedia.org/datatype/footPerSecond,1220
http://dbpedia.org/datatype/euro,160126
http://purl.org/dc/terms/W3CDTF,130
http://estatwrap.ontologycentral.com/dic/note#eiu,15
http://estatwrap.ontologycentral.com/dic/note#eip,50
http://dbpedia.org/datatype/micrometre,435
http://www.example.com/HoursOfFun,6
http://dbpedia.org/ontology/megahertz,96
http://dbpedia.org/datatype/bruneiDollar,6
http://dbpedia.org/ontology/hour,357
http://dbpedia.org/datatype/netherlandsAntilleanGuilder,81
http://dbpedia.org/ontology/Array,848
http://www.w3.org/2001/XMLSchema,5
http://www.w3.org/2001/XMLSchema#gDay,5325
http://dbpedia.org/datatype/erg,6
http://estatwrap.ontologycentral.com/dic/note#ze,69
http://dbpedia.org/datatype/rwandaFranc,100
http://www.w3.org/2001/XMLSchema#Integer,538
http://dbpedia.org/ontology/usDollar,1279
http://data.ordnancesurvey.co.uk/ontology/postcode/Postcode,2
http://www.w3.org/2001/XMLSchema#boolean,30933173
http://dbpedia.org/datatype/degreeCelsius,73743
http://dublincore.org/documents/dcmi-period/,21325
http://estatwrap.ontologycentral.com/dic/note#bu,5
http://estatwrap.ontologycentral.com/dic/note#bs,25
http://estatwrap.ontologycentral.com/dic/note#br,44
http://estatwrap.ontologycentral.com/dic/note#bp,5
http://purl.org/dc/elements/1.1/IMT,51
http://dbpedia.org/datatype/lightYear,7635
http://dbpedia.org/units/Millimeter,512
http://dbpedia.org/datatype/argentinePeso,172
http://estatwrap.ontologycentral.com/dic/note#be,3
http://dbpedia.org/datatype/myanmaKyat,142
http://purl.org/dc/terms/IMT,329
http://www.w3.org/2001/XMLSchema#normalizedString,1019
http://dbpedia.org/datatype/decimetre,57
http://estatwrap.ontologycentral.com/dic/note#bi,46
http://dbpedia.org/datatype/ugandaShilling,287
http://dbpedia.org/datatype/kenyanShilling,346
http://dbpedia.org/ontology/chain,1
http://dbpedia.org/datatype/kilobyte,1206
http://dbpedia.org/ontology/gramPerCubicCentimetre,4
xsd:Boolean,2
xsd:integer,16
http://dbpedia.org/datatype/milliwatt,60
http://dbpedia.org/datatype/moroccanDirham,274
http://sw.nokia.com/MARS-3/ContentType,1554
http://www.w3.org/TR/xmlschema-2/integer,9
http://purl.org/msm/1.1#URITemplate,4
http://dbpedia.org/datatype/uzbekistanSom,6
chem:Molar,126
http://dbpedia.org/ontology/millilitre,2
http://research.data.gov.uk/def/project/ICBCode,489
http://www.w3.org/2001/XMLSchema#gMonthDay,5020574
http://www.w3.org/2001/XMLSchema#dateTime,91706327
http://dbpedia.org/datatype/kiloampere,2
http://crschmidt.net/ns/list#bytes,2694
http://dbpedia.org/ontology/euro,377
http://dbpedia.org/datatype/caymanIslandsDollar,6
http://dbpedia.org/datatype/pound,80051
dcterms:W3CDTF,2
http://purl.org/net/ns/measure#microsv,405384
http://dbpedia.org/datatype/fijiDollar,2
http://dbpedia.org/datatype/bahamianDollar,173
http://dbpedia.org/ontology/lightYear,3
http://dbpedia.org/ontology/cubicInch,3
http://environment.data.gov.uk/def/bathing-water-quality/presenceCode,10
http://dbpedia.org/datatype/furlong,10
http://dbpedia.org/datatype/gigabyte,8024
http://purl.org/dc/elements/1.1/W3CDTF,215
http://www.w3.org/1999/02/22-rdf-syntax-ns#float,8
http://ns.ontowiki.net/SysOnt/Markdown,124
http://dbpedia.org/datatype/singaporeDollar,544
http://www.w3.org/2002/12/cal/tzd/Europe/London#tz,124
http://www.youpage.co.uk/&xsd;double,24
http://www.youpage.co.uk/&xsd;time,21
http://dbpedia.org/datatype/nicaraguanC%ef%bf%bd%ef%bf%bdrdoba,1
http://dbpedia.org/datatype/costaRicanColon,15
http://www.w3.org/2002/12/cal/tzd/America/Chicago#tz,36
http://dbpedia.org/ontology/perHectare,1
http://www.w3.org/2001/XMLSchema#anySimpleType,57
http://dbpedia.org/datatype/kilometre,1161552
http://dbpedia.org/datatype/gigalitre,709
http://dbpedia.org/ontology/yard,3
http://213.199.9.13/ontologiagenerale/xsd;int,108
http://dbpedia.org/ontology/stone,251
http://www.openmobilealliance.org/tech/profiles/UAPROF/xmlschema-20030226#Literal,4856
http://estatwrap.ontologycentral.com/dic/note#ir,54
http://estatwrap.ontologycentral.com/dic/note#ip,245
http://estatwrap.ontologycentral.com/dic/note#iu,59
http://ndl.go.jp/dcndl/terms/NDC,58
http://www.w3.org/1999/02/22-rdf-syntax-ns#PlainLiteral,106
http://dbpedia.org/datatype/gigawattHour,2921
http://www.w3.org/2001/XMLSchema#base64,2
http://www.w3.org/2001/XMLSchema#gYearMonth,544373
http://dbpedia.org/datatype/kilometresPerLitre,610
http://dbpedia.org/datatype/pakistaniRupee,877
http://www.w3.org/2001/XMLSchema#unsignedLong,62719
http://dbpedia.org/datatype/squareFoot,21733
http://dbpedia.org/datatype/cubicKilometre,12161
http://dbpedia.org/ontology/bolivianBoliviano,6
http://dbpedia.org/ontology/chileanPeso,1
http://dbpedia.org/datatype/tonne,176039
